Method,is,rmse
PEARSON_CORR_MATRIX,sri lanka_3.b.1_2356,0.050734847
T_TEST_MATRIX,sri lanka_3.b.1_2356,0.077793733
GRANGER_CAUSALITY_MATRIX,sri lanka_3.b.1_2356,0.063183305
DTW_MATRIX,sri lanka_3.b.1_2356,0.051460918
sgd_cap,sri lanka_3.b.1_2356,0.060643647
DTW_MATRIX,sri lanka_3.2.1_423,0.623148557
COEFFICIENTS_MATRIX,sri lanka_3.2.1_423,0.636157493
R_SQUARE_MATRIX,sri lanka_3.2.1_423,0.43696104
PEARSON_CORR_MATRIX,sri lanka_3.2.1_423,0.652963317
T_TEST_MATRIX,sri lanka_3.2.1_423,0.705013964
sgd_cap,sri lanka_3.2.1_423,0.53281075
GRANGER_CAUSALITY_MATRIX,sri lanka_3.2.1_422,0.640387856
DTW_MATRIX,sri lanka_3.2.1_422,0.56641714
COEFFICIENTS_MATRIX,sri lanka_3.2.1_422,0.604380417
R_SQUARE_MATRIX,sri lanka_3.2.1_422,0.729428362
PEARSON_CORR_MATRIX,sri lanka_3.2.1_422,0.540528647
sgd_cap,sri lanka_3.2.1_422,0.586742891
T_TEST_MATRIX,sri lanka_3.2.1_421,0.496913911
GRANGER_CAUSALITY_MATRIX,sri lanka_3.2.1_421,0.549481529
DTW_MATRIX,sri lanka_3.2.1_421,0.581159497
COEFFICIENTS_MATRIX,sri lanka_3.2.1_421,0.367392993
R_SQUARE_MATRIX,sri lanka_3.2.1_421,0.519225143
sgd_cap,sri lanka_3.2.1_421,0.565600488
PEARSON_CORR_MATRIX,sri lanka_3.b.2_2975,1.070467259
T_TEST_MATRIX,sri lanka_3.b.2_2975,1.028448873
GRANGER_CAUSALITY_MATRIX,sri lanka_3.b.2_2975,1.015863237
DTW_MATRIX,sri lanka_3.b.2_2975,0.984572282
COEFFICIENTS_MATRIX,sri lanka_3.b.2_2975,0.943954821
sgd_cap,sri lanka_3.b.2_2975,0.995912412
R_SQUARE_MATRIX,sri lanka_3.2.2_427,0.623371229
PEARSON_CORR_MATRIX,sri lanka_3.2.2_427,0.852591801
T_TEST_MATRIX,sri lanka_3.2.2_427,0.511361565
GRANGER_CAUSALITY_MATRIX,sri lanka_3.2.2_427,0.896569193
DTW_MATRIX,sri lanka_3.2.2_427,0.646873179
sgd_cap,sri lanka_3.2.2_427,0.792973304
DTW_MATRIX,sri lanka_3.b.1_2359,0.765727053
COEFFICIENTS_MATRIX,sri lanka_3.b.1_2359,0.74132217
R_SQUARE_MATRIX,sri lanka_3.b.1_2359,0.766018711
PEARSON_CORR_MATRIX,sri lanka_3.b.1_2359,0.755058274
T_TEST_MATRIX,sri lanka_3.b.1_2359,0.693933091
sgd_cap,sri lanka_3.b.1_2359,0.649388184
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_501,0.323684185
DTW_MATRIX,sri lanka_3.d.1_501,0.336914175
COEFFICIENTS_MATRIX,sri lanka_3.d.1_501,0.359635179
R_SQUARE_MATRIX,sri lanka_3.d.1_501,0.366712215
PEARSON_CORR_MATRIX,sri lanka_3.d.1_501,0.338677325
sgd_cap,sri lanka_3.d.1_501,0.374517261
T_TEST_MATRIX,sri lanka_3.d.1_510,1.716329955
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_510,1.83774834
DTW_MATRIX,sri lanka_3.d.1_510,1.880018341
COEFFICIENTS_MATRIX,sri lanka_3.d.1_510,1.964521176
R_SQUARE_MATRIX,sri lanka_3.d.1_510,1.88669726
sgd_cap,sri lanka_3.d.1_510,1.865354429
PEARSON_CORR_MATRIX,sri lanka_3.d.1_506,0.663093136
T_TEST_MATRIX,sri lanka_3.d.1_506,0.752910836
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_506,0.659840334
DTW_MATRIX,sri lanka_3.d.1_506,0.736262411
COEFFICIENTS_MATRIX,sri lanka_3.d.1_506,0.677207777
sgd_cap,sri lanka_3.d.1_506,0.664399997
R_SQUARE_MATRIX,sri lanka_3.d.1_503,0.327525556
PEARSON_CORR_MATRIX,sri lanka_3.d.1_503,0.369843644
T_TEST_MATRIX,sri lanka_3.d.1_503,0.338799412
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_503,0.336014844
DTW_MATRIX,sri lanka_3.d.1_503,0.312681917
sgd_cap,sri lanka_3.d.1_503,0.312104719
DTW_MATRIX,sri lanka_3.d.1_507,0.107792335
COEFFICIENTS_MATRIX,sri lanka_3.d.1_507,0.098793511
R_SQUARE_MATRIX,sri lanka_3.d.1_507,0.16523969
PEARSON_CORR_MATRIX,sri lanka_3.d.1_507,0.095676329
T_TEST_MATRIX,sri lanka_3.d.1_507,0.124272213
sgd_cap,sri lanka_3.d.1_507,0.099468439
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_511,0.206588222
DTW_MATRIX,sri lanka_3.d.1_511,0.252212189
COEFFICIENTS_MATRIX,sri lanka_3.d.1_511,0.222051438
R_SQUARE_MATRIX,sri lanka_3.d.1_511,0.241645607
PEARSON_CORR_MATRIX,sri lanka_3.d.1_511,0.300174569
sgd_cap,sri lanka_3.d.1_511,0.189964115
T_TEST_MATRIX,sri lanka_3.d.1_509,17.94307301
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_509,17.62206192
DTW_MATRIX,sri lanka_3.d.1_509,17.90662301
COEFFICIENTS_MATRIX,sri lanka_3.d.1_509,17.83245855
R_SQUARE_MATRIX,sri lanka_3.d.1_509,17.78933265
sgd_cap,sri lanka_3.d.1_509,17.94617292
PEARSON_CORR_MATRIX,sri lanka_3.d.1_512,0.702880791
T_TEST_MATRIX,sri lanka_3.d.1_512,0.663160565
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_512,0.798251455
DTW_MATRIX,sri lanka_3.d.1_512,0.757762791
COEFFICIENTS_MATRIX,sri lanka_3.d.1_512,0.756770166
sgd_cap,sri lanka_3.d.1_512,0.765806059
R_SQUARE_MATRIX,sri lanka_3.d.1_504,0.675269108
PEARSON_CORR_MATRIX,sri lanka_3.d.1_504,0.597537506
T_TEST_MATRIX,sri lanka_3.d.1_504,0.740169408
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_504,0.733093797
DTW_MATRIX,sri lanka_3.d.1_504,0.704478774
sgd_cap,sri lanka_3.d.1_504,0.698713069
DTW_MATRIX,sri lanka_3.d.1_502,0.016010064
COEFFICIENTS_MATRIX,sri lanka_3.d.1_502,0.079996071
R_SQUARE_MATRIX,sri lanka_3.d.1_502,0.051483788
PEARSON_CORR_MATRIX,sri lanka_3.d.1_502,0.115703461
T_TEST_MATRIX,sri lanka_3.d.1_502,0.026907766
sgd_cap,sri lanka_3.d.1_502,0.05567544
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_505,0.737875001
DTW_MATRIX,sri lanka_3.d.1_505,0.720464485
COEFFICIENTS_MATRIX,sri lanka_3.d.1_505,0.755017079
R_SQUARE_MATRIX,sri lanka_3.d.1_505,0.804973978
PEARSON_CORR_MATRIX,sri lanka_3.d.1_505,0.796147497
sgd_cap,sri lanka_3.d.1_505,0.707377874
T_TEST_MATRIX,sri lanka_3.d.1_513,1.342245666
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_513,1.376125206
DTW_MATRIX,sri lanka_3.d.1_513,1.338785278
COEFFICIENTS_MATRIX,sri lanka_3.d.1_513,1.335988425
R_SQUARE_MATRIX,sri lanka_3.d.1_513,1.251247654
sgd_cap,sri lanka_3.d.1_513,1.344637631
PEARSON_CORR_MATRIX,sri lanka_3.d.1_508,0.486244986
T_TEST_MATRIX,sri lanka_3.d.1_508,0.627255337
GRANGER_CAUSALITY_MATRIX,sri lanka_3.d.1_508,0.604039931
DTW_MATRIX,sri lanka_3.d.1_508,0.526427637
COEFFICIENTS_MATRIX,sri lanka_3.d.1_508,0.615522744
sgd_cap,sri lanka_3.d.1_508,0.602888707
R_SQUARE_MATRIX,sri lanka_3.2.2_428,0.763695391
PEARSON_CORR_MATRIX,sri lanka_3.2.2_428,0.91881416
T_TEST_MATRIX,sri lanka_3.2.2_428,0.764751598
GRANGER_CAUSALITY_MATRIX,sri lanka_3.2.2_428,0.993435247
DTW_MATRIX,sri lanka_3.2.2_428,0.926639089
sgd_cap,sri lanka_3.2.2_428,0.832496619
DTW_MATRIX,sri lanka_3.7.2_474,0.950503992
COEFFICIENTS_MATRIX,sri lanka_3.7.2_474,0.999762402
R_SQUARE_MATRIX,sri lanka_3.7.2_474,1.053218279
PEARSON_CORR_MATRIX,sri lanka_3.7.2_474,1.058150555
T_TEST_MATRIX,sri lanka_3.7.2_474,0.928573907
sgd_cap,sri lanka_3.7.2_474,0.953509954
GRANGER_CAUSALITY_MATRIX,sri lanka_4.c.1_647,1.091561277
DTW_MATRIX,sri lanka_4.c.1_647,1.065709457
COEFFICIENTS_MATRIX,sri lanka_4.c.1_647,1.105182469
R_SQUARE_MATRIX,sri lanka_4.c.1_647,1.048055745
PEARSON_CORR_MATRIX,sri lanka_4.c.1_647,1.142096581
sgd_cap,sri lanka_4.c.1_647,1.052710412
T_TEST_MATRIX,sri lanka_4.b.1_3085,0.38075325
GRANGER_CAUSALITY_MATRIX,sri lanka_4.b.1_3085,0.390298012
DTW_MATRIX,sri lanka_4.b.1_3085,0.386524547
COEFFICIENTS_MATRIX,sri lanka_4.b.1_3085,0.401330289
R_SQUARE_MATRIX,sri lanka_4.b.1_3085,0.419690944
sgd_cap,sri lanka_4.b.1_3085,0.440541844
PEARSON_CORR_MATRIX,sri lanka_4.3.1_537,0.386032662
T_TEST_MATRIX,sri lanka_4.3.1_537,0.349461405
GRANGER_CAUSALITY_MATRIX,sri lanka_4.3.1_537,0.441793756
DTW_MATRIX,sri lanka_4.3.1_537,0.410152918
COEFFICIENTS_MATRIX,sri lanka_4.3.1_537,0.415044217
sgd_cap,sri lanka_4.3.1_537,0.467759975
R_SQUARE_MATRIX,sri lanka_5.5.2_938,0.965095656
PEARSON_CORR_MATRIX,sri lanka_5.5.2_938,1.040989609
T_TEST_MATRIX,sri lanka_5.5.2_938,0.892987641
GRANGER_CAUSALITY_MATRIX,sri lanka_5.5.2_938,0.93867233
DTW_MATRIX,sri lanka_5.5.2_938,0.91413992
sgd_cap,sri lanka_5.5.2_938,0.994019867
DTW_MATRIX,sri lanka_5.5.1_937,0.398268254
COEFFICIENTS_MATRIX,sri lanka_5.5.1_937,0.439332895
R_SQUARE_MATRIX,sri lanka_5.5.1_937,0.419727714
PEARSON_CORR_MATRIX,sri lanka_5.5.1_937,0.437231053
T_TEST_MATRIX,sri lanka_5.5.1_937,0.339799378
sgd_cap,sri lanka_5.5.1_937,0.498228488
GRANGER_CAUSALITY_MATRIX,sri lanka_5.5.2_939,0.816836868
DTW_MATRIX,sri lanka_5.5.2_939,0.824658369
COEFFICIENTS_MATRIX,sri lanka_5.5.2_939,0.75658844
R_SQUARE_MATRIX,sri lanka_5.5.2_939,0.929705098
PEARSON_CORR_MATRIX,sri lanka_5.5.2_939,0.761405771
sgd_cap,sri lanka_5.5.2_939,0.74988402
T_TEST_MATRIX,sri lanka_5.5.1_935,0.478105225
GRANGER_CAUSALITY_MATRIX,sri lanka_5.5.1_935,0.427378589
DTW_MATRIX,sri lanka_5.5.1_935,0.460714561
COEFFICIENTS_MATRIX,sri lanka_5.5.1_935,0.340740921
R_SQUARE_MATRIX,sri lanka_5.5.1_935,0.461323701
sgd_cap,sri lanka_5.5.1_935,0.474230355
PEARSON_CORR_MATRIX,sri lanka_6.a.1_3165,0.491538693
T_TEST_MATRIX,sri lanka_6.a.1_3165,0.242158178
GRANGER_CAUSALITY_MATRIX,sri lanka_6.a.1_3165,0.425816617
DTW_MATRIX,sri lanka_6.a.1_3165,0.416190959
COEFFICIENTS_MATRIX,sri lanka_6.a.1_3165,0.36639307
sgd_cap,sri lanka_6.a.1_3165,0.378149278
R_SQUARE_MATRIX,sri lanka_6.2.1_2593,0.63356699
PEARSON_CORR_MATRIX,sri lanka_6.2.1_2593,0.727535316
T_TEST_MATRIX,sri lanka_6.2.1_2593,0.527321496
GRANGER_CAUSALITY_MATRIX,sri lanka_6.2.1_2593,0.585677314
DTW_MATRIX,sri lanka_6.2.1_2593,0.631595121
sgd_cap,sri lanka_6.2.1_2593,0.656366563
DTW_MATRIX,sri lanka_6.2.1_2592,0.694599717
COEFFICIENTS_MATRIX,sri lanka_6.2.1_2592,0.66373903
R_SQUARE_MATRIX,sri lanka_6.2.1_2592,0.630033726
PEARSON_CORR_MATRIX,sri lanka_6.2.1_2592,0.70496418
T_TEST_MATRIX,sri lanka_6.2.1_2592,0.605852632
sgd_cap,sri lanka_6.2.1_2592,0.641873564
GRANGER_CAUSALITY_MATRIX,sri lanka_6.2.1_2594,0.615123214
DTW_MATRIX,sri lanka_6.2.1_2594,0.613253005
COEFFICIENTS_MATRIX,sri lanka_6.2.1_2594,0.661980473
R_SQUARE_MATRIX,sri lanka_6.2.1_2594,0.622178417
PEARSON_CORR_MATRIX,sri lanka_6.2.1_2594,0.562397001
sgd_cap,sri lanka_6.2.1_2594,0.604704303
T_TEST_MATRIX,sri lanka_6.6.1_2631,0.626485788
GRANGER_CAUSALITY_MATRIX,sri lanka_6.6.1_2631,0.646319366
DTW_MATRIX,sri lanka_6.6.1_2631,0.643066507
COEFFICIENTS_MATRIX,sri lanka_6.6.1_2631,0.661061754
R_SQUARE_MATRIX,sri lanka_6.6.1_2631,0.612927574
sgd_cap,sri lanka_6.6.1_2631,0.638434113
PEARSON_CORR_MATRIX,sri lanka_6.4.1_2622,0.429055842
T_TEST_MATRIX,sri lanka_6.4.1_2622,0.473526674
GRANGER_CAUSALITY_MATRIX,sri lanka_6.4.1_2622,0.421618044
DTW_MATRIX,sri lanka_6.4.1_2622,0.397228081
COEFFICIENTS_MATRIX,sri lanka_6.4.1_2622,0.543329161
sgd_cap,sri lanka_6.4.1_2622,0.511532662
R_SQUARE_MATRIX,sri lanka_6.6.1_2630,0.56740489
PEARSON_CORR_MATRIX,sri lanka_6.6.1_2630,0.558635487
T_TEST_MATRIX,sri lanka_6.6.1_2630,0.50180993
GRANGER_CAUSALITY_MATRIX,sri lanka_6.6.1_2630,0.596889984
DTW_MATRIX,sri lanka_6.6.1_2630,0.653650687
sgd_cap,sri lanka_6.6.1_2630,0.600311707
DTW_MATRIX,sri lanka_6.6.1_2632,0.546331744
COEFFICIENTS_MATRIX,sri lanka_6.6.1_2632,0.690213297
R_SQUARE_MATRIX,sri lanka_6.6.1_2632,0.670308034
PEARSON_CORR_MATRIX,sri lanka_6.6.1_2632,0.61381133
T_TEST_MATRIX,sri lanka_6.6.1_2632,0.594957481
sgd_cap,sri lanka_6.6.1_2632,0.627502298
GRANGER_CAUSALITY_MATRIX,sri lanka_6.6.1_2629,0.624675698
DTW_MATRIX,sri lanka_6.6.1_2629,0.642683541
COEFFICIENTS_MATRIX,sri lanka_6.6.1_2629,0.64973504
R_SQUARE_MATRIX,sri lanka_6.6.1_2629,0.681856917
PEARSON_CORR_MATRIX,sri lanka_6.6.1_2629,0.682561985
sgd_cap,sri lanka_6.6.1_2629,0.653817894
T_TEST_MATRIX,sri lanka_6.4.2_2623,0.839701488
GRANGER_CAUSALITY_MATRIX,sri lanka_6.4.2_2623,0.759581734
DTW_MATRIX,sri lanka_6.4.2_2623,0.812034221
COEFFICIENTS_MATRIX,sri lanka_6.4.2_2623,0.792465263
R_SQUARE_MATRIX,sri lanka_6.4.2_2623,0.816494558
sgd_cap,sri lanka_6.4.2_2623,0.779636193
PEARSON_CORR_MATRIX,sri lanka_6.1.1_3359,0.541622357
T_TEST_MATRIX,sri lanka_6.1.1_3359,0.656894445
GRANGER_CAUSALITY_MATRIX,sri lanka_6.1.1_3359,0.677157416
DTW_MATRIX,sri lanka_6.1.1_3359,0.663090514
COEFFICIENTS_MATRIX,sri lanka_6.1.1_3359,0.710756128
sgd_cap,sri lanka_6.1.1_3359,0.537699523
R_SQUARE_MATRIX,sri lanka_7.3.1_2638,0.540158677
PEARSON_CORR_MATRIX,sri lanka_7.3.1_2638,0.679362972
T_TEST_MATRIX,sri lanka_7.3.1_2638,0.570683972
GRANGER_CAUSALITY_MATRIX,sri lanka_7.3.1_2638,0.326976975
DTW_MATRIX,sri lanka_7.3.1_2638,0.483892014
sgd_cap,sri lanka_7.3.1_2638,0.610235462
DTW_MATRIX,sri lanka_7.1.1_2634,0.610791658
COEFFICIENTS_MATRIX,sri lanka_7.1.1_2634,0.614887319
R_SQUARE_MATRIX,sri lanka_7.1.1_2634,0.628617241
PEARSON_CORR_MATRIX,sri lanka_7.1.1_2634,0.813098479
T_TEST_MATRIX,sri lanka_7.1.1_2634,0.562604479
sgd_cap,sri lanka_7.1.1_2634,0.589479768
GRANGER_CAUSALITY_MATRIX,sri lanka_7.1.1_2633,0.633247109
DTW_MATRIX,sri lanka_7.1.1_2633,0.505191751
COEFFICIENTS_MATRIX,sri lanka_7.1.1_2633,0.527654783
R_SQUARE_MATRIX,sri lanka_7.1.1_2633,0.519732856
PEARSON_CORR_MATRIX,sri lanka_7.1.1_2633,0.386766584
sgd_cap,sri lanka_7.1.1_2633,0.579313094
T_TEST_MATRIX,sri lanka_7.1.1_2635,0.34938991
GRANGER_CAUSALITY_MATRIX,sri lanka_7.1.1_2635,0.421494892
DTW_MATRIX,sri lanka_7.1.1_2635,0.327409024
COEFFICIENTS_MATRIX,sri lanka_7.1.1_2635,0.380018605
R_SQUARE_MATRIX,sri lanka_7.1.1_2635,0.353225208
sgd_cap,sri lanka_7.1.1_2635,0.160762464
PEARSON_CORR_MATRIX,sri lanka_7.b.1_3173,0.54285187
T_TEST_MATRIX,sri lanka_7.b.1_3173,0.511178459
GRANGER_CAUSALITY_MATRIX,sri lanka_7.b.1_3173,0.684545295
DTW_MATRIX,sri lanka_7.b.1_3173,0.647427495
COEFFICIENTS_MATRIX,sri lanka_7.b.1_3173,0.681427466
sgd_cap,sri lanka_7.b.1_3173,0.602742272
R_SQUARE_MATRIX,sri lanka_7.2.1_2637,0.952357693
PEARSON_CORR_MATRIX,sri lanka_7.2.1_2637,0.847615169
T_TEST_MATRIX,sri lanka_7.2.1_2637,0.941395932
GRANGER_CAUSALITY_MATRIX,sri lanka_7.2.1_2637,0.917287623
DTW_MATRIX,sri lanka_7.2.1_2637,0.879215901
sgd_cap,sri lanka_7.2.1_2637,0.989106168
DTW_MATRIX,sri lanka_7.1.2_2636,0.712933502
COEFFICIENTS_MATRIX,sri lanka_7.1.2_2636,0.771255497
R_SQUARE_MATRIX,sri lanka_7.1.2_2636,0.87994316
PEARSON_CORR_MATRIX,sri lanka_7.1.2_2636,0.587181194
T_TEST_MATRIX,sri lanka_7.1.2_2636,0.970542058
sgd_cap,sri lanka_7.1.2_2636,0.734553697
GRANGER_CAUSALITY_MATRIX,sri lanka_7.a.1_3174,6.306800008
DTW_MATRIX,sri lanka_7.a.1_3174,6.341732089
COEFFICIENTS_MATRIX,sri lanka_7.a.1_3174,6.265961322
R_SQUARE_MATRIX,sri lanka_7.a.1_3174,6.336490577
PEARSON_CORR_MATRIX,sri lanka_7.a.1_3174,6.367537847
sgd_cap,sri lanka_7.a.1_3174,6.386816951
T_TEST_MATRIX,sri lanka_8.8.1_1240,0.176996963
GRANGER_CAUSALITY_MATRIX,sri lanka_8.8.1_1240,0.211815921
DTW_MATRIX,sri lanka_8.8.1_1240,0.203286088
COEFFICIENTS_MATRIX,sri lanka_8.8.1_1240,0.174927691
R_SQUARE_MATRIX,sri lanka_8.8.1_1240,0.17806016
sgd_cap,sri lanka_8.8.1_1240,0.177606115
PEARSON_CORR_MATRIX,sri lanka_8.8.1_1239,0.158583108
T_TEST_MATRIX,sri lanka_8.8.1_1239,0.18345721
GRANGER_CAUSALITY_MATRIX,sri lanka_8.8.1_1239,0.190864672
DTW_MATRIX,sri lanka_8.8.1_1239,0.192886431
COEFFICIENTS_MATRIX,sri lanka_8.8.1_1239,0.147997448
sgd_cap,sri lanka_8.8.1_1239,0.157230751
R_SQUARE_MATRIX,sri lanka_8.8.1_1236,0.140247705
PEARSON_CORR_MATRIX,sri lanka_8.8.1_1236,0.060340547
T_TEST_MATRIX,sri lanka_8.8.1_1236,0.244938497
GRANGER_CAUSALITY_MATRIX,sri lanka_8.8.1_1236,0.047255927
DTW_MATRIX,sri lanka_8.8.1_1236,0.106496211
sgd_cap,sri lanka_8.8.1_1236,0.130839729
DTW_MATRIX,sri lanka_8.a.1_3182,0.853901863
COEFFICIENTS_MATRIX,sri lanka_8.a.1_3182,0.857604607
R_SQUARE_MATRIX,sri lanka_8.a.1_3182,0.873863227
PEARSON_CORR_MATRIX,sri lanka_8.a.1_3182,0.879381276
T_TEST_MATRIX,sri lanka_8.a.1_3182,0.865645938
sgd_cap,sri lanka_8.a.1_3182,0.86641595
GRANGER_CAUSALITY_MATRIX,sri lanka_8.a.1_3175,1.146655055
DTW_MATRIX,sri lanka_8.a.1_3175,1.139494594
COEFFICIENTS_MATRIX,sri lanka_8.a.1_3175,1.127598071
R_SQUARE_MATRIX,sri lanka_8.a.1_3175,1.132723688
PEARSON_CORR_MATRIX,sri lanka_8.a.1_3175,1.142777548
sgd_cap,sri lanka_8.a.1_3175,1.163642484
T_TEST_MATRIX,sri lanka_8.3.1_3364,0.492240795
GRANGER_CAUSALITY_MATRIX,sri lanka_8.3.1_3364,0.600069372
DTW_MATRIX,sri lanka_8.3.1_3364,0.605046808
COEFFICIENTS_MATRIX,sri lanka_8.3.1_3364,0.519725135
R_SQUARE_MATRIX,sri lanka_8.3.1_3364,0.513631935
sgd_cap,sri lanka_8.3.1_3364,0.596121745
PEARSON_CORR_MATRIX,sri lanka_8.3.1_3365,1.373052482
T_TEST_MATRIX,sri lanka_8.3.1_3365,1.373266525
GRANGER_CAUSALITY_MATRIX,sri lanka_8.3.1_3365,1.253775482
DTW_MATRIX,sri lanka_8.3.1_3365,1.283735637
COEFFICIENTS_MATRIX,sri lanka_8.3.1_3365,1.300026018
sgd_cap,sri lanka_8.3.1_3365,1.270522399
R_SQUARE_MATRIX,sri lanka_8.3.1_3366,0.345315975
PEARSON_CORR_MATRIX,sri lanka_8.3.1_3366,0.460146849
T_TEST_MATRIX,sri lanka_8.3.1_3366,0.437047897
GRANGER_CAUSALITY_MATRIX,sri lanka_8.3.1_3366,0.446144003
DTW_MATRIX,sri lanka_8.3.1_3366,0.389867198
sgd_cap,sri lanka_8.3.1_3366,0.438449633
DTW_MATRIX,sri lanka_8.3.1_3367,1.202046932
COEFFICIENTS_MATRIX,sri lanka_8.3.1_3367,1.212267358
R_SQUARE_MATRIX,sri lanka_8.3.1_3367,1.19919561
PEARSON_CORR_MATRIX,sri lanka_8.3.1_3367,1.313198871
T_TEST_MATRIX,sri lanka_8.3.1_3367,1.260194255
sgd_cap,sri lanka_8.3.1_3367,1.365780426
GRANGER_CAUSALITY_MATRIX,sri lanka_8.3.1_3368,1.188813777
DTW_MATRIX,sri lanka_8.3.1_3368,0.962499269
COEFFICIENTS_MATRIX,sri lanka_8.3.1_3368,0.956679459
R_SQUARE_MATRIX,sri lanka_8.3.1_3368,1.068924878
PEARSON_CORR_MATRIX,sri lanka_8.3.1_3368,1.041262384
sgd_cap,sri lanka_8.3.1_3368,1.0504127
T_TEST_MATRIX,sri lanka_8.3.1_3369,0.575376433
GRANGER_CAUSALITY_MATRIX,sri lanka_8.3.1_3369,0.692750265
DTW_MATRIX,sri lanka_8.3.1_3369,0.643730737
COEFFICIENTS_MATRIX,sri lanka_8.3.1_3369,0.794907822
R_SQUARE_MATRIX,sri lanka_8.3.1_3369,0.635843579
sgd_cap,sri lanka_8.3.1_3369,0.689631405
PEARSON_CORR_MATRIX,sri lanka_8.3.1_3370,0.517635769
T_TEST_MATRIX,sri lanka_8.3.1_3370,0.510601064
GRANGER_CAUSALITY_MATRIX,sri lanka_8.3.1_3370,0.597213528
DTW_MATRIX,sri lanka_8.3.1_3370,0.468897621
COEFFICIENTS_MATRIX,sri lanka_8.3.1_3370,0.454622427
sgd_cap,sri lanka_8.3.1_3370,0.55474345
R_SQUARE_MATRIX,sri lanka_8.3.1_3371,1.098604243
PEARSON_CORR_MATRIX,sri lanka_8.3.1_3371,1.106746796
T_TEST_MATRIX,sri lanka_8.3.1_3371,1.087391202
GRANGER_CAUSALITY_MATRIX,sri lanka_8.3.1_3371,1.143152998
DTW_MATRIX,sri lanka_8.3.1_3371,1.148885323
sgd_cap,sri lanka_8.3.1_3371,1.024278166
DTW_MATRIX,sri lanka_8.3.1_3372,0.260107368
COEFFICIENTS_MATRIX,sri lanka_8.3.1_3372,0.253838929
R_SQUARE_MATRIX,sri lanka_8.3.1_3372,0.246800304
PEARSON_CORR_MATRIX,sri lanka_8.3.1_3372,0.30951383
T_TEST_MATRIX,sri lanka_8.3.1_3372,0.297964107
sgd_cap,sri lanka_8.3.1_3372,0.327588175
GRANGER_CAUSALITY_MATRIX,sri lanka_8.2.1_2645,10.45618881
DTW_MATRIX,sri lanka_8.2.1_2645,10.4927752
COEFFICIENTS_MATRIX,sri lanka_8.2.1_2645,10.55727155
R_SQUARE_MATRIX,sri lanka_8.2.1_2645,10.45123825
PEARSON_CORR_MATRIX,sri lanka_8.2.1_2645,10.52507925
sgd_cap,sri lanka_8.2.1_2645,10.57033919
T_TEST_MATRIX,sri lanka_8.10.1_2641,0.166306726
GRANGER_CAUSALITY_MATRIX,sri lanka_8.10.1_2641,0.170117164
DTW_MATRIX,sri lanka_8.10.1_2641,0.1873004
COEFFICIENTS_MATRIX,sri lanka_8.10.1_2641,0.200822137
R_SQUARE_MATRIX,sri lanka_8.10.1_2641,0.179789864
sgd_cap,sri lanka_8.10.1_2641,0.246105257
PEARSON_CORR_MATRIX,sri lanka_8.5.2_1160,0.529388189
T_TEST_MATRIX,sri lanka_8.5.2_1160,0.470785058
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.2_1160,0.508144939
DTW_MATRIX,sri lanka_8.5.2_1160,0.51731119
COEFFICIENTS_MATRIX,sri lanka_8.5.2_1160,0.43112494
sgd_cap,sri lanka_8.5.2_1160,0.482837176
R_SQUARE_MATRIX,sri lanka_8.5.2_1167,0.267172147
PEARSON_CORR_MATRIX,sri lanka_8.5.2_1167,0.234956289
T_TEST_MATRIX,sri lanka_8.5.2_1167,0.237898085
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.2_1167,0.243362621
DTW_MATRIX,sri lanka_8.5.2_1167,0.224281135
sgd_cap,sri lanka_8.5.2_1167,0.316439149
DTW_MATRIX,sri lanka_8.5.2_1168,0.09324837
COEFFICIENTS_MATRIX,sri lanka_8.5.2_1168,0.12723163
R_SQUARE_MATRIX,sri lanka_8.5.2_1168,0.191435372
PEARSON_CORR_MATRIX,sri lanka_8.5.2_1168,0.26511174
T_TEST_MATRIX,sri lanka_8.5.2_1168,0.202653651
sgd_cap,sri lanka_8.5.2_1168,0.123359063
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.2_1165,4.266813802
DTW_MATRIX,sri lanka_8.5.2_1165,4.280343429
COEFFICIENTS_MATRIX,sri lanka_8.5.2_1165,4.310054406
R_SQUARE_MATRIX,sri lanka_8.5.2_1165,4.224376858
PEARSON_CORR_MATRIX,sri lanka_8.5.2_1165,4.230020914
sgd_cap,sri lanka_8.5.2_1165,4.115992784
T_TEST_MATRIX,sri lanka_8.5.2_1164,0.394660992
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.2_1164,0.373509717
DTW_MATRIX,sri lanka_8.5.2_1164,0.374798034
COEFFICIENTS_MATRIX,sri lanka_8.5.2_1164,0.376355338
R_SQUARE_MATRIX,sri lanka_8.5.2_1164,0.385587076
sgd_cap,sri lanka_8.5.2_1164,0.373566134
